date,open,high,low,close,volume
2013-07-09 00:00:00+05:30,414.2,420.25,413.25,416.95,6197674
2013-07-10 00:00:00+05:30,416.65,419.35,399.85,407.95,10665359
2013-07-11 00:00:00+05:30,412.25,416.2,409.5,414.65,5452234
2013-07-12 00:00:00+05:30,416.65,427.05,414.45,424.15,6892977
2013-07-15 00:00:00+05:30,422.25,428.9,422.25,427.45,6193346
2013-07-16 00:00:00+05:30,422.75,431.05,420.85,429.25,6222823
2013-07-17 00:00:00+05:30,430.35,437.45,430.35,436.05,11094501
2013-07-18 00:00:00+05:30,437.5,438.45,433.3,437.15,5900939
2013-07-19 00:00:00+05:30,438.0,442.25,435.15,440.25,6857790
2013-07-22 00:00:00+05:30,436.1,436.1,428.45,433.25,8133619
2013-07-23 00:00:00+05:30,434.7,440.85,432.4,433.5,5962039
2013-07-24 00:00:00+05:30,432.75,437.0,426.65,433.4,6613174
2013-07-25 00:00:00+05:30,431.8,434.75,418.2,424.55,7592885
2013-07-26 00:00:00+05:30,425.2,430.7,422.0,424.25,4587687
2013-07-29 00:00:00+05:30,422.75,428.3,420.65,422.1,4389103
2013-07-30 00:00:00+05:30,422.75,425.15,406.95,408.6,5464240
2013-07-31 00:00:00+05:30,409.25,419.25,401.6,415.6,7575839
2013-08-01 00:00:00+05:30,417.1,420.75,402.65,405.1,5309951
2013-08-02 00:00:00+05:30,409.9,415.6,405.1,408.6,6149550
2013-08-05 00:00:00+05:30,409.9,416.0,407.85,410.6,6023514
2013-08-06 00:00:00+05:30,409.15,411.9,395.65,400.85,5954632
2013-08-07 00:00:00+05:30,402.75,420.3,396.05,415.8,9014228
2013-08-08 00:00:00+05:30,413.4,415.8,408.5,412.55,5451856
2013-08-12 00:00:00+05:30,414.15,416.0,400.55,403.05,4186472
2013-08-13 00:00:00+05:30,401.75,409.85,397.95,406.5,5533289
2013-08-14 00:00:00+05:30,407.95,413.7,403.9,412.25,5400559
2013-08-16 00:00:00+05:30,412.25,413.2,389.45,394.0,13103922
2013-08-19 00:00:00+05:30,392.25,397.5,384.9,390.95,7745805
2013-08-20 00:00:00+05:30,386.55,395.95,383.7,393.35,5476642
2013-08-21 00:00:00+05:30,397.0,397.8,371.85,373.45,7535360
2013-08-22 00:00:00+05:30,372.9,385.4,369.0,384.2,10692363
2013-08-23 00:00:00+05:30,387.8,393.05,385.35,390.55,6873896
2013-08-26 00:00:00+05:30,392.0,396.25,385.3,392.05,4755853
2013-08-27 00:00:00+05:30,387.95,393.15,381.3,382.85,6280467
2013-08-28 00:00:00+05:30,378.95,390.15,364.05,386.9,12380303
2013-08-29 00:00:00+05:30,388.9,406.75,387.25,402.85,14790205
2013-08-30 00:00:00+05:30,402.15,409.9,394.75,406.95,10284692
2013-09-02 00:00:00+05:30,406.65,424.15,406.65,422.65,10097012
2013-09-03 00:00:00+05:30,423.3,425.0,394.75,396.05,8310184
2013-09-04 00:00:00+05:30,397.35,412.05,397.0,404.8,6390161
2013-09-05 00:00:00+05:30,411.3,414.55,405.65,411.1,6836464
2013-09-06 00:00:00+05:30,414.65,416.3,401.05,413.7,7217356
2013-09-10 00:00:00+05:30,416.0,425.85,412.85,424.35,8869838
2013-09-11 00:00:00+05:30,423.7,425.55,416.6,423.1,7127450
2013-09-12 00:00:00+05:30,423.2,429.4,415.2,417.2,8623082
2013-09-13 00:00:00+05:30,413.7,421.15,413.25,416.05,4712651
2013-09-16 00:00:00+05:30,422.25,423.1,407.0,410.7,5779531
2013-09-17 00:00:00+05:30,408.15,411.8,406.35,409.0,5242211
2013-09-18 00:00:00+05:30,410.1,417.0,408.35,415.6,6572725
2013-09-19 00:00:00+05:30,423.25,427.0,419.65,424.45,9081704
2013-09-20 00:00:00+05:30,422.25,429.4,414.9,420.3,8806878
2013-09-23 00:00:00+05:30,415.6,419.9,412.25,416.7,4256562
2013-09-24 00:00:00+05:30,415.6,421.6,413.75,416.85,5924624
2013-09-25 00:00:00+05:30,415.8,417.0,401.4,404.65,8380037
2013-09-26 00:00:00+05:30,403.5,405.2,398.1,399.5,9532287
2013-09-27 00:00:00+05:30,401.3,407.25,398.9,400.3,5758453
2013-09-30 00:00:00+05:30,396.55,402.5,390.4,391.95,7636777
2013-10-01 00:00:00+05:30,393.8,395.55,389.7,391.5,4368629
2013-10-03 00:00:00+05:30,392.45,404.6,392.45,403.65,4368463
2013-10-04 00:00:00+05:30,400.6,409.75,399.4,407.2,4752886
2013-10-07 00:00:00+05:30,403.95,406.25,398.45,402.3,5403180
2013-10-08 00:00:00+05:30,404.95,407.35,399.95,402.7,5812572
2013-10-09 00:00:00+05:30,400.3,413.55,399.15,410.3,5733583
2013-10-10 00:00:00+05:30,409.4,411.2,404.2,409.9,4494562
2013-10-11 00:00:00+05:30,412.25,413.7,407.15,411.5,4687301
2013-10-14 00:00:00+05:30,412.25,417.0,411.4,414.8,5830639
2013-10-15 00:00:00+05:30,427.65,428.3,411.8,413.6,11051093
2013-10-17 00:00:00+05:30,414.65,423.2,412.1,419.6,8447658
2013-10-18 00:00:00+05:30,420.15,432.75,420.15,431.65,10636540
2013-10-21 00:00:00+05:30,431.65,436.35,427.1,435.25,7263057
2013-10-22 00:00:00+05:30,432.45,434.15,427.75,430.95,4914191
2013-10-23 00:00:00+05:30,431.4,433.3,423.05,427.4,4290177
2013-10-24 00:00:00+05:30,425.15,434.2,420.05,421.55,5619665
2013-10-25 00:00:00+05:30,421.35,425.5,419.1,422.75,4770102
2013-10-28 00:00:00+05:30,423.2,431.25,423.15,424.55,7373734
2013-10-29 00:00:00+05:30,423.75,430.85,421.25,427.4,6930702
2013-10-30 00:00:00+05:30,427.25,430.3,426.4,428.05,4611367
2013-10-31 00:00:00+05:30,428.95,437.5,427.05,435.95,9486603
2013-11-01 00:00:00+05:30,433.75,441.6,430.55,432.9,5703029
2013-11-03 00:00:00+05:30,433.7,435.8,432.2,433.1,893032
2013-11-05 00:00:00+05:30,430.55,439.3,430.55,433.55,5254435
2013-11-06 00:00:00+05:30,433.7,438.4,426.55,428.25,4613778
2013-11-07 00:00:00+05:30,428.45,431.7,420.4,422.2,4696652
2013-11-08 00:00:00+05:30,422.25,423.2,415.2,417.5,4199382
2013-11-11 00:00:00+05:30,416.55,420.4,409.95,411.75,4269139
2013-11-12 00:00:00+05:30,412.25,415.4,405.2,406.35,5836787
2013-11-13 00:00:00+05:30,405.05,410.55,401.35,402.45,4024684
2013-11-14 00:00:00+05:30,405.7,411.8,405.3,405.9,3851948
2013-11-18 00:00:00+05:30,408.95,418.35,408.05,416.9,5790440
2013-11-19 00:00:00+05:30,417.0,421.75,417.0,418.65,4045475
2013-11-20 00:00:00+05:30,416.95,420.85,408.45,411.05,6278442
2013-11-21 00:00:00+05:30,409.85,409.9,402.0,403.95,5499091
2013-11-22 00:00:00+05:30,405.6,408.2,399.9,402.15,3588522
2013-11-25 00:00:00+05:30,403.85,408.4,402.3,405.9,4833727
2013-11-26 00:00:00+05:30,405.35,408.35,399.2,400.95,6698260
2013-11-27 00:00:00+05:30,402.5,404.85,398.1,399.35,5478046
2013-11-28 00:00:00+05:30,401.8,408.15,401.8,404.15,6017553
2013-11-29 00:00:00+05:30,405.55,408.2,404.45,406.65,4740565
2013-12-02 00:00:00+05:30,406.55,411.3,406.2,407.65,3463641
2013-12-03 00:00:00+05:30,407.5,412.5,405.4,410.8,4405060
2013-12-04 00:00:00+05:30,410.3,413.45,406.65,408.0,4201921
2013-12-05 00:00:00+05:30,415.6,418.0,413.7,415.1,6011655
2013-12-06 00:00:00+05:30,414.7,416.85,410.45,413.05,3501681
2013-12-09 00:00:00+05:30,420.4,423.2,417.6,418.9,6093398
2013-12-10 00:00:00+05:30,418.7,423.55,418.7,421.65,4181530
2013-12-11 00:00:00+05:30,420.6,421.75,415.85,420.65,2387304
2013-12-12 00:00:00+05:30,418.45,419.4,413.7,414.75,2729010
2013-12-13 00:00:00+05:30,413.2,413.75,408.75,412.1,4281073
2013-12-16 00:00:00+05:30,409.9,410.95,401.85,402.75,4818243
2013-12-17 00:00:00+05:30,404.5,406.5,398.8,399.95,4839011
2013-12-18 00:00:00+05:30,399.95,411.7,399.95,409.85,5760075
2013-12-19 00:00:00+05:30,411.95,411.95,402.1,407.05,6451044
2013-12-20 00:00:00+05:30,415.6,428.0,410.9,426.65,9836188
2013-12-23 00:00:00+05:30,428.45,433.25,424.15,427.15,7765870
2013-12-24 00:00:00+05:30,427.25,431.3,426.6,428.0,3504420
2013-12-26 00:00:00+05:30,426.3,428.95,420.4,423.0,7011869
2013-12-27 00:00:00+05:30,423.5,426.05,417.95,418.85,3714388
2013-12-30 00:00:00+05:30,419.9,424.1,417.45,422.8,4947454
2013-12-31 00:00:00+05:30,423.2,428.1,422.8,426.65,2736673
2014-01-01 00:00:00+05:30,427.75,428.1,423.05,423.6,2805443
2014-01-02 00:00:00+05:30,423.1,427.05,414.7,417.0,2889008
2014-01-03 00:00:00+05:30,415.4,416.25,407.5,411.9,6155295
2014-01-06 00:00:00+05:30,410.9,411.45,405.1,407.45,6386449
2014-01-07 00:00:00+05:30,407.3,409.85,400.35,401.35,8302794
2014-01-08 00:00:00+05:30,402.45,408.6,402.45,404.65,6103753
2014-01-09 00:00:00+05:30,405.35,406.9,402.75,405.45,3985188
2014-01-10 00:00:00+05:30,404.35,417.65,404.15,409.0,7117438
2014-01-13 00:00:00+05:30,413.8,420.85,413.7,419.6,5783446
2014-01-14 00:00:00+05:30,418.7,421.6,415.8,420.1,5791581
2014-01-15 00:00:00+05:30,421.65,426.55,419.9,422.0,6072095
2014-01-16 00:00:00+05:30,423.55,425.75,420.4,422.35,8651420
2014-01-17 00:00:00+05:30,423.75,427.45,419.55,421.7,7416347
2014-01-20 00:00:00+05:30,422.7,423.7,412.8,414.55,7950081
2014-01-21 00:00:00+05:30,415.9,416.35,410.85,411.35,4703253
2014-01-22 00:00:00+05:30,411.55,417.2,409.0,415.8,4085206
2014-01-23 00:00:00+05:30,410.15,415.25,410.15,412.65,6602983
2014-01-24 00:00:00+05:30,410.85,416.85,410.4,413.55,5697324
2014-01-27 00:00:00+05:30,407.95,410.25,400.5,401.85,5921216
2014-01-28 00:00:00+05:30,403.7,407.95,401.65,402.65,5550935
2014-01-29 00:00:00+05:30,405.0,406.3,397.95,398.7,5934802
2014-01-30 00:00:00+05:30,396.25,397.4,391.85,393.2,6763514
2014-01-31 00:00:00+05:30,394.15,397.25,393.75,396.15,5294130
2014-02-03 00:00:00+05:30,393.75,395.5,390.55,391.25,3946136
2014-02-04 00:00:00+05:30,388.2,394.0,387.55,391.55,5929089
2014-02-05 00:00:00+05:30,390.85,391.55,384.55,389.5,5418877
2014-02-06 00:00:00+05:30,390.8,392.75,385.15,388.85,5192525
2014-02-07 00:00:00+05:30,391.8,392.6,386.35,388.15,4057065
2014-02-10 00:00:00+05:30,388.55,393.5,386.6,391.75,4961688
2014-02-11 00:00:00+05:30,392.25,393.2,382.6,383.8,6047513
2014-02-12 00:00:00+05:30,385.1,391.7,384.8,389.8,4714057
2014-02-13 00:00:00+05:30,390.3,390.3,383.7,384.8,4152149
2014-02-14 00:00:00+05:30,386.95,392.7,385.1,391.8,4421424
2014-02-17 00:00:00+05:30,389.7,391.75,384.65,387.15,4344571
2014-02-18 00:00:00+05:30,384.65,389.8,384.65,387.55,2753586
2014-02-19 00:00:00+05:30,387.5,390.8,386.05,387.1,2940091
2014-02-20 00:00:00+05:30,386.65,387.8,382.75,383.9,3856801
2014-02-21 00:00:00+05:30,384.65,388.9,383.95,386.75,3000586
2014-02-24 00:00:00+05:30,385.1,388.4,383.8,387.15,3261665
2014-02-25 00:00:00+05:30,388.1,388.9,384.9,386.3,3376153
2014-02-26 00:00:00+05:30,386.5,389.3,385.2,386.4,6526588
2014-02-28 00:00:00+05:30,386.4,388.6,378.0,381.25,9088592
2014-03-03 00:00:00+05:30,381.35,384.5,379.95,382.9,5580519
2014-03-04 00:00:00+05:30,382.7,388.25,382.5,387.45,4315097
2014-03-05 00:00:00+05:30,388.7,389.85,383.75,384.6,5672689
2014-03-06 00:00:00+05:30,385.75,392.9,385.7,392.0,4878899
2014-03-07 00:00:00+05:30,393.2,416.55,393.2,414.35,16113625
2014-03-10 00:00:00+05:30,412.3,430.7,411.5,422.0,15764605
2014-03-11 00:00:00+05:30,421.8,423.15,415.65,416.9,6129533
2014-03-12 00:00:00+05:30,416.55,420.8,413.55,415.3,4523411
2014-03-13 00:00:00+05:30,417.0,426.45,416.9,419.2,8259800
2014-03-14 00:00:00+05:30,416.55,424.15,414.2,422.35,7933050
2014-03-18 00:00:00+05:30,423.95,433.15,423.95,427.25,9129347
2014-03-19 00:00:00+05:30,428.95,433.65,426.7,430.35,7854322
2014-03-20 00:00:00+05:30,429.7,432.5,428.05,431.8,14250215
2014-03-21 00:00:00+05:30,432.3,435.3,420.45,422.15,10575917
2014-03-22 00:00:00+05:30,423.05,424.1,421.1,423.3,485755
2014-03-24 00:00:00+05:30,424.75,433.1,424.7,431.5,13820253
2014-03-25 00:00:00+05:30,418.95,420.6,415.85,419.05,15011661
2014-03-26 00:00:00+05:30,420.0,430.35,419.95,424.75,6623931
2014-03-27 00:00:00+05:30,426.5,431.3,425.15,429.3,26574328
2014-03-28 00:00:00+05:30,428.95,438.45,428.95,436.65,8953233
2014-03-31 00:00:00+05:30,436.7,447.9,435.25,443.6,8993640
2014-04-01 00:00:00+05:30,446.1,450.4,442.9,449.25,7501428
2014-04-02 00:00:00+05:30,450.4,458.5,447.1,456.7,12844105
2014-04-03 00:00:00+05:30,456.0,458.95,448.2,454.05,12734136
2014-04-04 00:00:00+05:30,453.7,454.3,448.75,450.05,6001810
2014-04-07 00:00:00+05:30,449.9,455.15,445.3,450.0,6189517
2014-04-09 00:00:00+05:30,452.75,460.75,451.4,458.55,6445484
2014-04-10 00:00:00+05:30,459.8,464.15,458.6,461.85,5107632
2014-04-11 00:00:00+05:30,458.65,462.8,453.05,454.55,5607446
2014-04-15 00:00:00+05:30,452.75,454.7,446.4,452.35,4443381
2014-04-16 00:00:00+05:30,451.1,457.05,447.1,448.6,5938214
2014-04-17 00:00:00+05:30,450.4,458.4,449.8,457.1,3762942
2014-04-21 00:00:00+05:30,462.3,462.3,455.7,457.35,5667676
2014-04-22 00:00:00+05:30,457.55,471.25,455.7,461.25,9271781
2014-04-23 00:00:00+05:30,461.85,468.0,459.55,460.95,7332551
2014-04-25 00:00:00+05:30,461.35,461.85,450.85,451.95,6355897
2014-04-28 00:00:00+05:30,452.65,455.65,448.65,450.4,7966638
2014-04-29 00:00:00+05:30,450.9,453.6,447.05,448.15,4027063
2014-04-30 00:00:00+05:30,449.85,457.55,442.8,446.0,6902188
2014-05-02 00:00:00+05:30,448.0,451.55,441.35,442.35,4350349
2014-05-05 00:00:00+05:30,440.85,456.8,440.85,451.25,7289746
2014-05-06 00:00:00+05:30,451.75,460.85,451.6,459.15,5943457
2014-05-07 00:00:00+05:30,457.6,462.95,456.15,457.95,5070255
2014-05-08 00:00:00+05:30,459.0,462.35,453.15,457.7,5730975
2014-05-09 00:00:00+05:30,455.55,476.1,455.55,475.45,8849861
2014-05-12 00:00:00+05:30,474.15,499.95,473.8,490.3,14794967
2014-05-13 00:00:00+05:30,495.65,509.4,493.05,506.8,12883956
2014-05-14 00:00:00+05:30,507.1,509.0,496.2,498.3,9292822
2014-05-15 00:00:00+05:30,498.3,505.2,495.3,502.05,10006977
2014-05-16 00:00:00+05:30,519.55,545.85,506.2,514.4,25243713
2014-05-19 00:00:00+05:30,519.95,536.05,518.0,533.8,11413794
2014-05-20 00:00:00+05:30,537.55,538.1,512.7,514.65,10795636
2014-05-21 00:00:00+05:30,514.65,525.65,511.75,513.95,10547436
2014-05-22 00:00:00+05:30,517.6,530.65,516.95,524.65,8990419
2014-05-23 00:00:00+05:30,529.75,539.5,525.2,537.35,7945650
2014-05-26 00:00:00+05:30,539.75,543.3,512.35,525.05,7709089
2014-05-27 00:00:00+05:30,525.7,528.05,512.4,518.5,5406852
2014-05-28 00:00:00+05:30,519.3,527.4,517.0,518.95,5444470
2014-05-29 00:00:00+05:30,520.7,521.1,509.15,511.65,13265681
2014-05-30 00:00:00+05:30,517.1,519.35,505.2,507.45,8294360
2014-06-02 00:00:00+05:30,512.25,518.65,507.7,515.8,4223610
2014-06-03 00:00:00+05:30,516.3,525.2,513.45,522.05,5215473
2014-06-04 00:00:00+05:30,520.75,525.1,512.95,513.55,4233253
2014-06-05 00:00:00+05:30,514.0,521.85,507.25,519.45,9579985
2014-06-06 00:00:00+05:30,527.8,540.0,526.2,534.95,14061917
2014-06-09 00:00:00+05:30,538.55,539.85,530.0,535.05,6473713
2014-06-10 00:00:00+05:30,538.8,538.8,524.5,533.0,7558978
2014-06-11 00:00:00+05:30,533.8,533.8,520.7,525.25,7273038
2014-06-12 00:00:00+05:30,523.55,530.7,516.65,521.5,5643765
2014-06-13 00:00:00+05:30,524.4,527.6,511.25,515.65,7024836
2014-06-16 00:00:00+05:30,516.65,516.65,503.85,507.8,6892689
2014-06-17 00:00:00+05:30,504.3,521.05,504.3,519.5,7589846
2014-06-18 00:00:00+05:30,518.55,525.05,505.5,508.4,9214649
2014-06-19 00:00:00+05:30,511.85,512.35,491.65,496.65,11091652
2014-06-20 00:00:00+05:30,498.5,500.15,492.95,494.0,6165457
2014-06-23 00:00:00+05:30,494.25,498.0,488.05,494.7,7083059
2014-06-24 00:00:00+05:30,498.05,506.55,498.05,505.1,5702662
2014-06-25 00:00:00+05:30,504.1,504.9,499.55,500.9,5067007
2014-06-26 00:00:00+05:30,488.5,489.4,479.8,482.25,11741234
2014-06-27 00:00:00+05:30,481.35,487.8,480.05,482.35,4424663
2014-06-30 00:00:00+05:30,482.6,486.15,476.6,483.95,9907136
2014-07-01 00:00:00+05:30,484.8,486.4,479.9,480.4,4629829
2014-07-02 00:00:00+05:30,484.7,489.65,482.3,485.3,5896109
2014-07-03 00:00:00+05:30,486.15,488.5,478.25,479.7,5551701
2014-07-04 00:00:00+05:30,479.0,494.15,478.15,491.85,6214393
2014-07-07 00:00:00+05:30,492.35,494.25,486.6,489.55,6723730
2014-07-08 00:00:00+05:30,489.0,493.05,471.85,474.25,8385910
2014-07-09 00:00:00+05:30,477.55,481.3,473.05,477.05,7147738
2014-07-10 00:00:00+05:30,476.7,486.85,467.55,475.25,8920837
2014-07-11 00:00:00+05:30,474.3,477.55,459.3,460.65,8529349
2014-07-14 00:00:00+05:30,461.65,464.65,456.8,458.35,6601753
2014-07-15 00:00:00+05:30,459.15,467.05,459.0,463.35,7359710
2014-07-16 00:00:00+05:30,464.2,473.25,464.2,471.7,6694271
2014-07-17 00:00:00+05:30,470.9,475.75,467.2,468.25,4521251
2014-07-18 00:00:00+05:30,467.05,468.75,461.95,465.5,4476077
2014-07-21 00:00:00+05:30,476.6,480.4,474.25,475.5,8147303
2014-07-22 00:00:00+05:30,478.5,492.75,477.1,491.35,13664126
2014-07-23 00:00:00+05:30,493.3,495.55,486.65,492.45,6580952
2014-07-24 00:00:00+05:30,490.9,497.2,488.05,496.15,4639722
2014-07-25 00:00:00+05:30,496.55,497.25,479.95,487.0,6490396
2014-07-28 00:00:00+05:30,486.6,487.85,477.35,479.25,4495364
2014-07-30 00:00:00+05:30,478.5,481.85,473.25,479.55,8928802
2014-07-31 00:00:00+05:30,480.4,486.1,477.55,479.7,8500082
2014-08-01 00:00:00+05:30,474.2,476.1,464.7,465.3,7590440
2014-08-04 00:00:00+05:30,467.55,471.7,465.2,469.45,7036947
2014-08-05 00:00:00+05:30,469.5,470.8,462.8,468.9,5867553
2014-08-06 00:00:00+05:30,469.4,475.95,466.85,470.95,7845677
2014-08-07 00:00:00+05:30,471.35,475.05,468.65,471.5,5200985
2014-08-08 00:00:00+05:30,466.85,468.75,463.8,467.3,4373322
2014-08-11 00:00:00+05:30,469.55,470.55,465.85,467.3,3211866
2014-08-12 00:00:00+05:30,469.95,470.4,465.35,469.15,4583301
2014-08-13 00:00:00+05:30,468.65,475.0,467.05,471.9,6769129
2014-08-14 00:00:00+05:30,474.2,479.0,472.65,478.0,5785121
2014-08-18 00:00:00+05:30,477.1,483.95,475.4,482.8,3665922
2014-08-19 00:00:00+05:30,483.75,487.55,479.5,481.05,6982842
2014-08-20 00:00:00+05:30,481.85,485.4,474.4,475.8,6245549
2014-08-21 00:00:00+05:30,476.6,478.5,471.9,474.25,7889248
2014-08-22 00:00:00+05:30,476.65,479.95,474.35,475.8,4111052
2014-08-25 00:00:00+05:30,476.6,480.65,473.5,474.6,3575622
2014-08-26 00:00:00+05:30,474.7,475.15,468.5,473.45,4579439
2014-08-27 00:00:00+05:30,475.25,477.45,470.35,473.6,4024722
2014-08-28 00:00:00+05:30,474.05,478.5,474.05,476.0,7632570
2014-09-01 00:00:00+05:30,478.7,486.6,474.5,483.3,7768504
2014-09-02 00:00:00+05:30,485.4,491.65,481.65,487.95,7940830
2014-09-03 00:00:00+05:30,488.6,493.75,486.65,491.5,10514201
2014-09-04 00:00:00+05:30,490.4,492.75,485.25,488.95,4482823
2014-09-05 00:00:00+05:30,489.8,492.55,486.4,488.85,4354330
2014-09-08 00:00:00+05:30,492.75,495.35,489.95,494.55,6660274
2014-09-09 00:00:00+05:30,491.9,496.3,490.05,492.35,4396457
2014-09-10 00:00:00+05:30,490.0,490.45,482.6,484.15,4536669
2014-09-11 00:00:00+05:30,486.25,490.9,480.4,485.85,5093054
2014-09-12 00:00:00+05:30,485.4,488.05,482.05,484.05,4196551
2014-09-15 00:00:00+05:30,480.95,482.3,477.1,477.9,4191046
2014-09-16 00:00:00+05:30,477.25,478.6,465.4,466.8,6351504
2014-09-17 00:00:00+05:30,469.4,472.1,466.55,471.2,5221669
2014-09-18 00:00:00+05:30,469.45,481.35,468.85,478.95,4359248
2014-09-19 00:00:00+05:30,479.45,484.15,472.3,474.45,8234857
2014-09-22 00:00:00+05:30,473.25,474.7,470.75,472.6,3789044
2014-09-23 00:00:00+05:30,472.65,474.45,459.0,460.35,8486454
2014-09-24 00:00:00+05:30,461.6,464.25,455.35,459.95,7383151
2014-09-25 00:00:00+05:30,460.45,461.25,439.75,443.15,15871359
2014-09-26 00:00:00+05:30,442.75,448.8,437.2,444.8,7628224
2014-09-29 00:00:00+05:30,446.55,449.3,443.05,444.75,5986105
2014-09-30 00:00:00+05:30,442.3,452.05,440.9,450.7,8461395
2014-10-01 00:00:00+05:30,449.7,450.65,441.35,441.9,4151642
2014-10-07 00:00:00+05:30,441.95,445.55,440.1,441.4,5949202
2014-10-08 00:00:00+05:30,439.0,448.7,439.0,446.45,4713526
2014-10-09 00:00:00+05:30,447.15,456.25,447.15,455.0,5354714
2014-10-10 00:00:00+05:30,451.35,461.85,446.15,457.85,7417519
2014-10-13 00:00:00+05:30,458.4,459.8,451.85,456.55,6657914
2014-10-14 00:00:00+05:30,466.6,466.6,456.85,458.15,9150002
2014-10-16 00:00:00+05:30,453.55,456.05,442.3,443.7,9120875
2014-10-17 00:00:00+05:30,446.1,448.3,440.95,447.0,7344433
2014-10-20 00:00:00+05:30,447.3,448.3,434.45,445.65,10161691
2014-10-21 00:00:00+05:30,445.25,446.55,441.85,442.95,8451628
2014-10-22 00:00:00+05:30,445.65,453.15,444.75,450.7,6419139
2014-10-23 00:00:00+05:30,452.55,454.9,452.3,454.05,1186230
2014-10-27 00:00:00+05:30,459.4,459.4,446.5,448.65,4830954
2014-10-28 00:00:00+05:30,448.55,448.95,441.4,445.15,10562728
2014-10-29 00:00:00+05:30,446.4,454.4,445.2,453.55,8401296
2014-10-30 00:00:00+05:30,451.8,467.8,451.4,466.7,15704963
2014-10-31 00:00:00+05:30,467.95,478.35,467.95,476.85,6755860
2014-11-03 00:00:00+05:30,478.5,480.9,471.9,477.7,5935755
2014-11-05 00:00:00+05:30,477.55,480.65,471.05,472.45,7544303
2014-11-07 00:00:00+05:30,472.05,474.4,466.15,467.3,5579655
2014-11-10 00:00:00+05:30,468.4,471.75,461.0,462.0,5027557
2014-11-11 00:00:00+05:30,463.45,470.8,460.5,465.95,4844132
2014-11-12 00:00:00+05:30,468.0,468.5,461.7,464.25,4453719
2014-11-13 00:00:00+05:30,464.2,466.95,459.15,461.95,3377206
2014-11-14 00:00:00+05:30,461.85,466.0,459.95,461.9,4040261
2014-11-17 00:00:00+05:30,460.4,470.65,460.4,469.55,4903723
2014-11-18 00:00:00+05:30,469.65,475.5,469.55,471.2,6431879
2014-11-19 00:00:00+05:30,471.2,472.8,465.4,466.2,3884533
2014-11-20 00:00:00+05:30,466.1,468.85,462.45,467.45,5439772
2014-11-21 00:00:00+05:30,467.15,477.1,467.15,475.5,5630589
2014-11-24 00:00:00+05:30,476.7,478.6,467.9,469.6,5959766
2014-11-25 00:00:00+05:30,469.5,474.15,463.85,473.25,7005314
2014-11-26 00:00:00+05:30,472.75,473.25,468.3,470.45,6309435
2014-11-27 00:00:00+05:30,471.85,473.25,468.55,471.2,5889621
2014-11-28 00:00:00+05:30,471.7,484.85,468.6,472.6,10014868
2014-12-01 00:00:00+05:30,471.35,472.75,456.85,458.3,8336710
2014-12-02 00:00:00+05:30,458.5,462.9,456.6,458.8,4533797
2014-12-03 00:00:00+05:30,456.85,464.2,456.85,461.5,4695335
2014-12-04 00:00:00+05:30,461.4,464.65,455.5,456.85,5167964
2014-12-05 00:00:00+05:30,458.0,460.85,455.2,456.3,4819273
2014-12-08 00:00:00+05:30,457.55,458.9,449.1,450.2,4910647
2014-12-09 00:00:00+05:30,448.5,453.1,443.7,447.95,5083291
2014-12-10 00:00:00+05:30,443.95,448.45,443.25,444.45,6351388
2014-12-11 00:00:00+05:30,442.75,442.75,430.55,431.9,10849146
2014-12-12 00:00:00+05:30,432.3,434.2,419.1,420.55,8572998
2014-12-15 00:00:00+05:30,418.45,420.25,415.6,418.85,6066120
2014-12-16 00:00:00+05:30,417.9,420.95,409.75,412.05,10017316
2014-12-17 00:00:00+05:30,412.4,417.0,412.0,414.4,9966320
2014-12-18 00:00:00+05:30,420.15,421.7,412.1,419.45,7180132
2014-12-19 00:00:00+05:30,421.85,432.95,420.6,429.2,9627516
2014-12-22 00:00:00+05:30,429.9,432.2,424.65,431.3,3983249
2014-12-23 00:00:00+05:30,430.05,430.9,425.05,425.95,5075836
2014-12-24 00:00:00+05:30,425.95,427.6,419.4,421.4,10781565
2014-12-26 00:00:00+05:30,422.55,425.45,419.45,423.65,2345372
2014-12-29 00:00:00+05:30,423.45,428.5,422.75,427.5,3324510
2014-12-30 00:00:00+05:30,427.55,428.2,418.05,419.5,5576650
2014-12-31 00:00:00+05:30,419.4,426.05,418.95,424.75,4059915
2015-01-01 00:00:00+05:30,422.4,425.15,421.15,423.15,1421400
2015-01-02 00:00:00+05:30,423.25,427.05,421.45,422.05,3516214
2015-01-05 00:00:00+05:30,421.8,424.6,416.6,417.45,4845975
2015-01-06 00:00:00+05:30,414.65,416.05,396.55,398.5,8934209
2015-01-07 00:00:00+05:30,398.95,409.3,398.9,407.15,9937717
2015-01-08 00:00:00+05:30,409.9,411.25,400.4,401.35,9530965
2015-01-09 00:00:00+05:30,404.35,410.85,402.75,410.0,6423346
2015-01-12 00:00:00+05:30,410.1,410.35,401.1,405.25,4844139
2015-01-13 00:00:00+05:30,406.55,407.45,400.6,401.85,4771524
2015-01-14 00:00:00+05:30,401.75,403.7,396.15,397.95,5458008
2015-01-15 00:00:00+05:30,400.35,415.15,400.35,411.9,8118439
2015-01-16 00:00:00+05:30,409.9,417.0,406.1,414.5,9178323
2015-01-19 00:00:00+05:30,414.75,422.25,409.3,419.25,6398010
2015-01-20 00:00:00+05:30,420.1,431.6,418.85,430.4,6408254
2015-01-21 00:00:00+05:30,431.3,434.35,425.15,432.15,8193839
