datetime,open,high,low,close,volume
2025-03-03T09:15:00+05:30,3485.55,3523.25,3485.55,3508.55,87414
2025-03-03T09:16:00+05:30,3508.55,3512.05,3501.0,3510.9,6729
2025-03-03T09:17:00+05:30,3510.7,3513.15,3504.45,3509.2,42420
2025-03-03T09:18:00+05:30,3508.15,3510.7,3497.65,3500.0,21230
2025-03-03T09:19:00+05:30,3500.0,3501.25,3492.45,3495.25,12638
2025-03-03T09:20:00+05:30,3494.7,3504.15,3493.9,3497.05,18168
2025-03-03T09:21:00+05:30,3495.95,3498.5,3492.0,3498.45,17360
2025-03-03T09:22:00+05:30,3497.5,3507.7,3494.2,3498.45,14908
2025-03-03T09:23:00+05:30,3498.45,3500.0,3489.3,3490.7,17071
2025-03-03T09:24:00+05:30,3491.3,3500.95,3489.7,3496.4,32004
2025-03-03T09:25:00+05:30,3496.4,3501.2,3492.5,3493.05,15836
2025-03-03T09:26:00+05:30,3493.05,3501.7,3492.35,3501.2,36117
2025-03-03T09:27:00+05:30,3500.55,3504.7,3499.3,3500.55,18975
2025-03-03T09:28:00+05:30,3501.45,3505.3,3499.6,3500.5,28622
2025-03-03T09:29:00+05:30,3500.5,3505.1,3500.4,3501.35,14442
2025-03-03T09:30:00+05:30,3501.05,3502.0,3495.15,3497.0,16626
2025-03-03T09:31:00+05:30,3498.05,3505.9,3496.1,3503.4,22329
2025-03-03T09:32:00+05:30,3503.35,3504.35,3500.05,3501.4,12291
2025-03-03T09:33:00+05:30,3501.4,3513.3,3500.7,3513.0,27839
2025-03-03T09:34:00+05:30,3513.0,3513.85,3508.65,3509.9,12702
2025-03-03T09:35:00+05:30,3509.75,3510.15,3501.05,3502.95,14908
2025-03-03T09:36:00+05:30,3502.95,3506.85,3502.5,3504.0,13481
2025-03-03T09:37:00+05:30,3504.0,3507.55,3502.3,3506.0,10858
2025-03-03T09:38:00+05:30,3505.95,3514.0,3505.95,3514.0,22687
2025-03-03T09:39:00+05:30,3514.1,3514.5,3508.1,3508.55,12621
2025-03-03T09:40:00+05:30,3508.1,3512.0,3507.35,3509.85,23933
2025-03-03T09:41:00+05:30,3509.85,3514.6,3504.8,3504.8,11948
2025-03-03T09:42:00+05:30,3505.35,3509.95,3503.8,3505.7,91568
2025-03-03T09:43:00+05:30,3505.7,3508.45,3501.0,3502.45,13291
2025-03-03T09:44:00+05:30,3502.25,3502.45,3495.9,3498.25,29076
2025-03-03T09:45:00+05:30,3498.3,3504.15,3496.6,3502.9,13116
2025-03-03T09:46:00+05:30,3502.9,3504.3,3497.05,3498.35,21364
2025-03-03T09:47:00+05:30,3498.35,3498.35,3494.0,3495.4,20486
2025-03-03T09:48:00+05:30,3495.4,3496.75,3492.2,3495.55,14165
2025-03-03T09:49:00+05:30,3495.5,3499.0,3494.35,3498.15,9738
2025-03-03T09:50:00+05:30,3498.0,3500.0,3490.05,3492.6,24326
2025-03-03T09:51:00+05:30,3492.6,3493.9,3490.0,3490.75,10767
2025-03-03T09:52:00+05:30,3490.75,3494.0,3490.0,3490.45,9893
2025-03-03T09:53:00+05:30,3490.45,3495.0,3488.1,3492.85,19928
2025-03-03T09:54:00+05:30,3492.05,3494.0,3489.55,3491.8,15503
2025-03-03T09:55:00+05:30,3491.65,3492.8,3489.05,3490.85,8622
2025-03-03T09:56:00+05:30,3490.85,3492.15,3490.15,3491.2,2512
2025-03-03T09:57:00+05:30,3491.4,3493.9,3490.0,3492.7,3891
2025-03-03T09:58:00+05:30,3492.3,3493.0,3483.45,3484.1,18349
2025-03-03T09:59:00+05:30,3484.1,3490.0,3482.3,3488.8,10757
2025-03-03T10:00:00+05:30,3488.8,3492.0,3486.9,3487.35,10816
2025-03-03T10:01:00+05:30,3488.45,3492.35,3487.05,3487.65,32105
2025-03-03T10:02:00+05:30,3488.55,3493.0,3483.0,3483.1,28155
2025-03-03T10:03:00+05:30,3484.05,3488.0,3483.05,3487.05,8611
2025-03-03T10:04:00+05:30,3487.95,3488.25,3484.3,3485.9,12080
2025-03-03T10:05:00+05:30,3485.7,3487.0,3482.15,3482.9,6418
2025-03-03T10:06:00+05:30,3482.85,3486.0,3481.45,3482.6,14508
2025-03-03T10:07:00+05:30,3482.0,3484.65,3480.75,3483.5,8998
2025-03-03T10:08:00+05:30,3483.5,3484.1,3477.85,3478.95,9264
2025-03-03T10:09:00+05:30,3478.1,3482.8,3478.05,3479.3,9233
2025-03-03T10:10:00+05:30,3478.8,3481.8,3476.15,3480.85,7065
2025-03-03T10:11:00+05:30,3480.8,3481.1,3477.65,3479.5,7631
2025-03-03T10:12:00+05:30,3478.25,3482.0,3478.25,3481.0,4790
2025-03-03T10:13:00+05:30,3481.05,3484.0,3480.7,3483.65,6741
2025-03-03T10:14:00+05:30,3483.65,3485.6,3477.6,3477.6,42932
2025-03-03T10:15:00+05:30,3478.0,3485.0,3477.6,3479.35,17004
2025-03-03T10:16:00+05:30,3479.3,3482.55,3479.3,3482.5,5432
2025-03-03T10:17:00+05:30,3481.85,3482.4,3479.45,3481.75,4317
2025-03-03T10:18:00+05:30,3480.9,3482.0,3480.0,3481.6,4280
2025-03-03T10:19:00+05:30,3481.55,3484.0,3481.0,3482.25,5983
2025-03-03T10:20:00+05:30,3482.2,3484.9,3479.2,3481.2,54922
2025-03-03T10:21:00+05:30,3481.0,3488.85,3479.5,3487.95,10507
2025-03-03T10:22:00+05:30,3487.65,3489.9,3484.65,3489.9,7615
2025-03-03T10:23:00+05:30,3489.3,3489.5,3485.8,3488.6,7107
2025-03-03T10:24:00+05:30,3488.35,3489.0,3487.55,3488.65,10174
2025-03-03T10:25:00+05:30,3488.65,3488.7,3486.85,3488.4,9081
2025-03-03T10:26:00+05:30,3488.4,3489.0,3486.25,3487.6,6811
2025-03-03T10:27:00+05:30,3487.5,3489.0,3487.4,3487.95,4690
2025-03-03T10:28:00+05:30,3487.45,3491.0,3487.45,3488.9,7988
2025-03-03T10:29:00+05:30,3488.75,3492.3,3487.05,3489.6,50906
2025-03-03T10:30:00+05:30,3489.6,3492.4,3488.75,3491.5,8833
2025-03-03T10:31:00+05:30,3491.5,3491.9,3489.75,3490.25,4362
2025-03-03T10:32:00+05:30,3490.25,3496.2,3487.25,3494.0,31126
2025-03-03T10:33:00+05:30,3494.0,3496.2,3492.0,3492.5,11255
2025-03-03T10:34:00+05:30,3493.05,3495.0,3492.9,3494.45,9009
2025-03-03T10:35:00+05:30,3494.45,3498.95,3493.1,3495.0,284126
2025-03-03T10:36:00+05:30,3495.0,3501.1,3491.7,3500.45,51730
2025-03-03T10:37:00+05:30,3501.1,3505.0,3498.05,3503.05,9015
2025-03-03T10:38:00+05:30,3503.05,3505.0,3500.6,3503.6,15645
2025-03-03T10:39:00+05:30,3503.9,3504.1,3500.15,3500.15,11096
2025-03-03T10:40:00+05:30,3501.3,3503.35,3500.0,3500.7,4988
2025-03-03T10:41:00+05:30,3501.95,3501.95,3498.0,3500.75,5886
2025-03-03T10:42:00+05:30,3500.6,3501.0,3498.45,3500.0,2411
2025-03-03T10:43:00+05:30,3499.0,3500.5,3499.0,3500.45,3566
2025-03-03T10:44:00+05:30,3500.45,3502.3,3497.95,3500.0,12233
2025-03-03T10:45:00+05:30,3500.0,3501.5,3500.0,3501.0,2119
2025-03-03T10:46:00+05:30,3500.65,3503.0,3500.0,3501.9,13342
2025-03-03T10:47:00+05:30,3501.0,3503.0,3500.45,3501.95,6896
2025-03-03T10:48:00+05:30,3501.95,3505.3,3499.75,3503.45,42241
2025-03-03T10:49:00+05:30,3503.45,3504.4,3501.1,3502.55,6435
2025-03-03T10:50:00+05:30,3502.4,3505.95,3502.4,3504.95,4147
2025-03-03T10:51:00+05:30,3504.95,3508.95,3502.0,3504.05,314900
2025-03-03T10:52:00+05:30,3503.9,3507.65,3502.0,3505.0,62495
2025-03-03T10:53:00+05:30,3504.5,3504.5,3502.6,3503.7,3683
2025-03-03T10:54:00+05:30,3503.45,3505.0,3500.7,3502.95,6535
2025-03-03T10:55:00+05:30,3502.75,3502.75,3499.8,3499.9,3817
2025-03-03T10:56:00+05:30,3499.8,3500.7,3497.95,3498.2,3036
2025-03-03T10:57:00+05:30,3497.95,3498.5,3495.2,3496.35,3013
2025-03-03T10:58:00+05:30,3496.25,3498.8,3494.9,3497.7,3298
2025-03-03T10:59:00+05:30,3497.8,3499.2,3495.95,3496.3,2292
2025-03-03T11:00:00+05:30,3496.25,3500.0,3496.2,3499.45,4664
2025-03-03T11:01:00+05:30,3499.45,3500.7,3499.0,3500.7,5298
2025-03-03T11:02:00+05:30,3500.8,3501.05,3498.0,3499.35,3530
2025-03-03T11:03:00+05:30,3498.9,3500.0,3496.3,3497.3,3691
